r,f,g,f_s,E_k,k,V_t,V_1,V_2
0.0,1.0000000000000009,0.999999999999996,0.0,0.0,0.0,0.018122850066083076,0.0,0.0
0.050002500125006254,0.9975677548460244,0.9949029697633364,0.0012329817212283797,-3.3754123914751685e-05,0.05,0.03648636580986889,0.004568181021149839,0.0
0.10000500025001251,0.9902064205018899,0.9796291532969124,0.0049145501179836786,-0.0001334939946573889,0.1,0.07282285760122167,0.0005912988874430579,0.004071423533624458
0.15000750037501875,0.9780208246608243,0.9545274902816707,0.01099263208523982,-0.00029470719322541864,0.15000000000000002,0.10812662563620365,0.002248035026798309,0.0014121533621668158
0.20001000050002501,0.9611833407698925,0.92016745221285,0.019381600269019767,-0.0005100546328827392,0.2,0.14190989465629353,0.0053601919166857935,0.00502221733004695
0.2500125006250313,0.939929723943168,0.8773199120835459,0.029964341462671212,-0.0007696360446733026,0.25,0.17372138104766555,0.010302375122448458,0.014669956259302284
0.3000150007500375,0.9145534800521183,0.826931519911137,0.04259505362469558,-0.0010613480576871935,0.30000000000000004,0.2031565469774005,0.017360914606032854,0.032675467448293395
0.3500175008750438,0.8853989492490565,0.770093664285636,0.057102681526488695,-0.0013713218812236166,0.35000000000000003,0.22986628696944406,0.02672050658938215,0.060658105510406526
0.40002000100005003,0.8528533434284282,0.7080073500599415,0.07329487202566397,-0.0016844247245921232,0.4,0.2535637680604528,0.038455938956829354,0.09889513363000102
0.45002250112505626,0.8173379937326555,0.6419454412373595,0.09096232174215355,-0.001984806805567272,0.45,0.2740292595061423,0.052529196682957045,0.14623075167893712
0.5000250012500626,0.7792990916356669,0.5732138054998935,0.10988337622575617,-0.002256474184089319,0.5,0.29111284942494764,0.06879199029366694,0.20033549879920132
0.5500275013750688,0.7391982072540118,0.50311288208239,0.1298287396623481,-0.0024838667720966496,0.55,0.30473503327366597,0.08699346777774793,0.25817077116470116
