u_total,v_total,w_total
-0.010537059,0.00235110871,0.00262255268
-0.0111030564,0.00225436711,0.00240606186
-0.0115818614,0.00211905153,0.00213595177
-0.0119587472,0.00194843044,0.00181839219
-0.0122223804,0.00174691132,0.0014608138
-0.0123635354,0.00152069889,0.00107307511
-0.0123767378,0.00127658178,0.000665273808
-0.0122597944,0.00102271594,0.000249060889
-0.0120139308,0.000767119171,-0.000164904544
-0.0116441771,0.00051853148,-0.000565539056
-0.0111579308,0.000284848997,-0.000943875581
-0.0105662812,7.40089308e-05,-0.00129158166
-0.00988113973,-0.000107388449,-0.0016031377
-0.0091174813,-0.000253263745,-0.00187436561
-0.00828943402,-0.000359048572,-0.00210400531
-0.00741333701,-0.000421040371,-0.00229231687
-0.00650322624,-0.000436897157,-0.00244199601
-0.00557460776,-0.000405274739,-0.00255692634
-0.00463973405,-0.000325793051,-0.00264252862
-0.00371191534,-0.000199058617,-0.0027047433
-0.00280090072,-2.6123249e-05,-0.00275001046
-0.00191746489,0.000191056577,-0.00278452132
-0.00106914854,0.000450623513,-0.00281408383
-0.000264814356,0.000749931147,-0.00284363888
0.000489144819,0.00108698721,-0.00287720747
0.00118452311,0.00145919947,-0.00291763013
0.00181457144,0.00186525157,-0.0029667113
0.00237021223,0.00230357191,-0.00302508101
0.00284244912,0.00277435454,-0.00309251668
0.0032205903,0.00327929854,-0.00316802273
0.00349141494,0.00382103375,-0.00324982544
0.00364028011,0.00440581469,-0.0033358247
0.00364948995,0.00504132966,-0.00342324399
0.00349866739,0.00574001577,-0.0035090067
0.00316448463,0.00651625311,-0.0035891314
0.00261964765,0.00738999667,-0.00365883205
0.00183448324,0.00838289503,-0.00371167646
0.000774194836,0.00952228066,-0.00373930577
-0.000596962695,0.0108355619,-0.00373050035
-0.00232051522,0.0123548144,-0.00367050874
-0.00443613715,0.0141088339,-0.00354038994
-0.00698902039,0.0161287896,-0.0033159887
-0.0100178039,0.0184373837,-0.00296816952
-0.0135651249,0.0210563987,-0.00246147299
-0.0176602583,0.0239928141,-0.001756137
-0.0223337207,0.0272491351,-0.000806247466
-0.0275941379,0.030806791,0.000435386028
-0.0334479772,0.034640193,0.00202008989
-0.039870806,0.0386982486,0.00399460923
-0.0468331128,0.0429226272,0.00640592305
-0.0542669669,0.0472286902,0.00928803161
-0.062098518,0.0515276156,0.0126701584
-0.070211798,0.0557084009,0.0165589452
-0.0784876645,0.0596622899,0.0209516361
-0.0867668241,0.0632673129,0.0258143321
-0.0948937982,0.0664126202,0.0311015211
