r,f,g,f_s,E_k,k,V_t,V_1,V_2
0.0,0.9999999999999991,0.9999999999999969,0.0,0.0,0.0,0.008489503699125902,0.0,0.0
0.050002500125006254,0.9975440440613893,0.9954766434003238,0.000577518699536564,2.3894294009044824e-06,0.05,0.017085572653604587,0.0021453390220805275,0.0
0.10000500025001251,0.9901145190318973,0.9819093362630518,0.002301238388515306,9.539500582366379e-06,0.1,0.03407929291801311,0.0003081259099658626,0.0019091932796616198
0.15000750037501875,0.9778262266737285,0.9596043173100491,0.00514470205800899,2.1395772142738766e-05,0.15000000000000002,0.05054861375168608,0.0011488236404248824,0.0007022918465846471
0.20001000050002501,0.9608677756339931,0.9290616252038904,0.009064443296110376,3.78682043920815e-05,0.2,0.06624660389857073,0.00272630650856946,0.002541938550460416
0.2500125006250313,0.9394968387557567,0.8909586502981816,0.014001079279265369,5.883219323442673e-05,0.25,0.08094560919240182,0.005227740247874121,0.007402439542557301
0.3000150007500375,0.9140337423038852,0.8461280865062388,0.01988078818731203,8.41299975826058e-05,0.30000000000000004,0.0944426553772321,0.008793723027071019,0.01641238203820965
0.3500175008750438,0.8848535972773003,0.7955311979690907,0.02661712260633115,0.00011357254064115706,0.35000000000000003,0.10656401230009926,0.013511300922177151,0.030292953456341767
0.40002000100005003,0.852377247854754,0.7402275265715491,0.034113095532072576,0.0001469415602766737,0.4,0.11716877265030226,0.019409697021095178,0.04903957464849943
0.45002250112505626,0.8170613320970022,0.681342267922247,0.04226347096028396,0.00018399207894489008,0.45,0.12615135695212668,0.026458910464744186,0.07188658878650825
0.5000250012500626,0.7793877810377099,0.6200326189359483,0.05095718390316527,0.00022445515932962865,0.5,0.13344289176644425,0.03457120336606893,0.09745785896314207
0.5500275013750688,0.7398530819768429,0.5574543890022765,0.06007981474488081,0.00026804090803356836,0.55,0.13901145395898853,0.04360533966329222,0.12402720894045316
0.600030001500075,0.6989576362412564,0.49473011464373484,0.06951604182230185,0.000314441686400154,0.6000000000000001,0.14286121442688104,0.053373270766080706,0.14980738843134497
0.6500325016250813,0.6571955179063228,0.432919794236952,0.07915200159651054,0.0003633354848869047,0.65,0.1450305661081081,0.063648841176948,0.1732017262542855
0.7000350017500876,0.6150449146648879,0.3729951965741347,0.08887749160931155,0.00041438941539077715,0.7000000000000001,0.14558935038906792,0.07417802158942509,0.19297984718061617
0.7500375018750938,0.5729594913119317,0.31581849758939773,0.09858796080623093,0.000467263274574254,0.75,0.1446353242809961,0.08469010692012283,0.2083658166832394
0.8000400020001001,0.5313608746574037,0.2621257762772767,0.10818624140285436,0.0005216131305744809,0.8,0.14229003178116778,0.09490927740558198,0.21904678120708942
0.8500425021251063,0.49063240578538464,0.21251566497037053,0.1175839886718719,0.0005770948855046412,0.8500000000000001,0.13869425890224701,0.10456593824056677,0.22512094989364528
0.9000450022501125,0.45111425462539134,0.16744321694454195,0.1267028067491703,0.000633367766873989,0.9,0.13400325324247497,0.1134073213717012,0.2270072913469097
0.9500475023751188,0.41309993810349255,0.1272188348097399,0.13547505096095144,0.0006900977024471985,0.9500000000000001,0.12838188229103292,0.12120687930893849,0.22533822411469662
1.000050002500125,0.3768342360525667,0.09201191093438416,0.14384430800082668,0.0007469605351114246,1.0,0.1219998978396497,0.12777208450267347,0.2208530263313857
1.0500525026251313,0.34251244931073127,0.06185866025060336,0.15176556680815476,0.0008036450369873788,1.05,0.11502745517446289,0.13295037843790528,0.21430502270219143
1.1000550027501377,0.31028090816651294,0.03667350688694875,0.15920510125153192,0.0008598556852661579,1.1,0.10763101196333047,0.13663314682218866,0.20639059595782752
1.1500575028751439,0.28023860330554196,0.016263292369177562,0.16614009416077338,0.0009153151660253566,1.1500000000000001,0.09996970229436797,0.13875766903663997,0.1977032546784188
1.20006000300015,0.2524397921879225,0.0003435384014942347,0.1725580365607816,0.0009697665765171018,1.2000000000000002,0.09219226102603384,0.13930708534543712,0.18871185104874713
1.2500625031251564,0.22689740952431617,-0.011444024106002723,0.17845594175263466,0.0010229753010612545,1.25,0.08443454315563109,0.1383085676033885,0.17975898576870641
1.3000650032501626,0.20358710891310877,-0.019513404888478705,0.1838394138716701,0.0010747305406474468,1.3,0.07681765366194249,0.13582996360229388,0.17107389431779982
1.3500675033751688,0.18245175536421646,-0.024316481887621214,0.1887216127267502,0.0011248464815734813,1.35,0.06944667596004289,0.13197518048545945,0.1627936693052567
1.4000700035001752,0.16340620263507985,-0.026325908299885438,0.19312215303602245,0.0011731630938450587,1.4000000000000001,0.06240997329076636,0.12687858852689451,0.15498730037618055
1.4500725036251814,0.146342189961066,-0.02601931840123797,0.19706597651444147,0.0012195465555506601,1.4500000000000002,0.055779018548398396,0.12069882122936265,0.1476783244247167
1.5000750037501875,0.13113321785085252,-0.02386522730625004,0.2005822285511719,0.001263889304922557,1.5,0.04960868888315717,0.11361232557137005,0.14086345969813568
1.550077503875194,0.11763927436382517,-0.02031091735796446,0.20370316965778248,0.0013061097272175364,1.55,0.043937954397759826,0.10580692510877379,0.13452609578937513
1.6000800040002001,0.1057113124349551,-0.015772483714656,0.2064631442795985,0.0013461514888176943,1.6,0.03879088915284867,0.09747561558010395,0.12864469521035862
1.6500825041252063,0.09519539119814553,-0.010627117928586425,0.20889762693141314,0.0013839825359841492,1.6500000000000001,0.03417793302229977,0.0888108458247044,0.12319693099509245
1.7000850042502127,0.08593642321871789,-0.0052076086661280154,0.21104235944370853,0.0014195937804202803,1.7000000000000002,0.030097328023932945,0.07999945875877652,0.11816074883703954
1.7500875043752189,0.07778148477525855,0.00020103648295018825,0.21293258818084604,0.0014529974981468015,1.75,0.026536663052086684,0.07121835728668105,0.11351358308183149
1.800090004500225,0.07058266933075616,0.005363010029474434,0.21460240668489064,0.0014842254720955324,1.8,0.02347446793700292,0.0626309271874119,0.10923078481277436
1.8500925046252314,0.0641994755132745,0.010091372991243047,0.216084205177269,0.0015133269122361158,1.85,0.020881808249985645,0.0543842421109582,0.10528404553356165
1.9000950047502376,0.0585007378544217,0.014246215435373662,0.2174082253964663,0.0015403661899121496,1.9000000000000001,0.018723836803385074,0.04660702911615256,0.10164030669297411
1.9500975048752438,0.05336611709314234,0.01773157123734924,0.21860221627408005,0.0015654204253409082,1.9500000000000002,0.01696127028004235,0.039408311017624355,0.09826138805504964
2.00010000500025,0.04868717655638601,0.02049135559745553,0.21969118506072963,0.0015885769688938406,2.0,0.015551767482605228,0.03287663744000949,0.09510437257592051
2.0501025051252566,0.04436807502650987,0.0225045906152764,0.22069723665405844,0.001609930817802956,2.0500000000000003,0.014451194910171217,0.02707982343112415,0.0921226563287393
2.1001050052502626,0.040325910876438574,0.02378017209548187,0.22163949317783718,0.001629582010320416,2.1,0.013614769826406414,0.02206511457326836,0.08926750047428138
2.150107505375269,0.03649075357333442,0.02435141207309616,0.22253408575630154,0.0016476330390946085,2.15,0.012998077799689312,0.017859688548099762,0.08648989422935167
2.2001100055002754,0.032805399078806315,0.02427056831377854,0.22339421004250695,0.0016641863246251453,2.2,0.012557965207963817,0.014471423271979221,0.08374253898291904
2.2501125056252813,0.029224884961361226,0.023603545133705706,0.22423023744813947,0.001679341788140778,2.25,0.012253310466235456,0.011889880160309604,0.08098178252361282
2.3001150057502877,0.0257157995748263,0.02242492243486007,0.22504987377347574,0.001693194561136742,2.3000000000000003,0.012045678547769278,0.010087469824884225,0.07816936060213206
2.350117505875294,0.022255418473697254,0.020813439770338248,0.2258583584260843,0.0017058328661491205,2.35,0.011899864331365029,0.009020778916223068,0.07527383564308618
2.4001200060003,0.018830699218187707,0.018848034072813675,0.22665869621971332,0.0017173361001791532,2.4000000000000004,0.011784329888148926,0.008632052874699583,0.07227165634811988
2.4501225061253065,0.01543716478136047,0.016604500311677244,0.22745191521560826,0.0017277731485633818,2.45,0.01167154033714668,0.008850837693623279,0.069147795368111
2.500125006250313,0.012077704032687986,0.014152818514643723,0.22823734347746322,0.001737200953075995,2.5,0.0115382019269199,0.009595787534673888,0.06589595381265831
2.550127506375319,0.008761317394376845,0.01155516361495464,0.22901289902545127,0.001745663353713285,2.5500000000000003,0.011365405411449925,0.010776646526543669,0.0625183498746753
2.600130006500325,0.005501834369581099,0.008864591447565177,0.22977538589145316,0.0017531902190169478,2.6,0.011138676921365387,0.01229640922996851,0.059025133089103926
2.6501325066253316,0.002316629765322386,0.0061243716396688725,0.23052079047717158,0.0017597968750166155,2.6500000000000004,0.010847938429196735,0.014053652393414254,0.05543348468336749
2.7001350067503376,-0.0007746359050246724,0.0033679195028981893,0.23124457196550713,0.0017654838379884267,2.7,0.010487380077682018,0.015945014719946356,0.05176647739276683
2.750137506875344,-0.003751226329702849,0.0006192613904635655,0.23194194122151715,0.001770236851312626,2.75,0.010055247712077775,0.017867792220747893,0.04805177473365734
2.8001400070003504,-0.006592466065158393,-0.002106045738163093,0.23260812220717955,0.0017740272218459213,2.8000000000000003,0.009553549651156956,0.019722601020119208,0.04432025027945346
2.8501425071253563,-0.009278780785678684,-0.004799630759280765,0.23323859065474095,0.0017768124464791909,2.85,0.008987688698182672,0.021416039420363343,0.040604602668294826
2.9001450072503627,-0.011792621036514288,-0.007458758027433387,0.23382928510956735,0.00177853711500107,2.9000000000000004,0.008366027190015557,0.02286327042641441,0.036938032950977584
2.950147507375369,-0.014119250826820183,-0.010084611687054879,0.23437678602402445,0.001779134071102342,2.95,0.007699395123602182,0.023990443749452903,0.03335303874782467
3.000150007500375,-0.016247386791422156,-0.01268051556384421,0.23487845901614846,0.0017785258093995285,3.0,0.007000552872208909,0.02473686822196759,0.02988036587012998
3.0501525076253815,-0.018169675918648,-0.015250186174518426,0.23533255957995655,0.0017766260827875914,3.0500000000000003,0.006283622337878492,0.02505683545641355,0.02654814384313456
3.100155007750388,-0.019883005584610813,-0.017796108380125488,0.2357382971097089,0.0017733416913036052,3.1,0.005563502099259043,0.02492101658217596,0.023381218224170993
3.150157507875394,-0.02138864289349034,-0.020318113416322,0.23609585883885173,0.0017685744210406249,3.1500000000000004,0.004855282626101354,0.02431736912555187,0.020400680568277093
3.2001600080004002,-0.02269220636284468,-0.022812224386614424,0.23640639182344603,0.0017622230995308298,3.2,0.004173678111163981,0.02325149492005524,0.017623586902274554
3.2501625081254066,-0.023803476529528318,-0.025269819029760863,0.2366719471536523,0.0017541857324477857,3.25,0.0035324916345711443,0.021746405719825994,0.015062847904225064
3.3001650082504126,-0.024736058186340223,-0.02767714146988466,0.23689538752685044,0.0017443616854789846,3.3000000000000003,0.0029441298094693424,0.019841693322758133,0.012727268690132847
3.350167508375419,-0.02550691016849323,-0.03001517694564996,0.2370802694133002,0.0017326538748019997,3.35,0.002419180821357947,0.017592127952774015,0.010621713039927429
3.4001700085004254,-0.02613576344953405,-0.0322598843139992,0.23723069463526394,0.0017189709297619035,3.4000000000000004,0.0019660678666573173,0.015065717800943797,0.008747365775566682
3.4501725086254313,-0.026644450412058887,-0.034382763771327325,0.23735114963349518,0.0017032292920859046,3.45,0.001590787652675174,0.012341286154464986,0.007102067485319638
3.5001750087504377,-0.027056171643255866,-0.036351721233953714,0.2374463318309545,0.0016853552172664786,3.5,0.001296740775171834,0.009505658132480707,0.005680697490176
3.550177508875444,-0.027394727064379294,-0.038132177347849926,0.23752099193880655,0.001665286645570923,3.5500000000000003,0.0010846569243945225,0.0066505676823432084,0.0044755834990127304
3.60018000900045,-0.027683739451512188,-0.03968835827674792,0.23757976463298278,0.0016429749124593257,3.6,0.0009526146219245302,0.00386939228620582,0.0034769194617082786
3.6501825091254565,-0.02794589698451545,-0.040984697980840666,0.2376270299103802,0.0016183862709730152,3.6500000000000004,0.0008961522035484393,0.0012538331675177904,0.002673176416796515
3.700185009250463,-0.02820224098097825,-0.041987278520369375,0.23766678699918445,0.001591503201843375,3.7,0.000908463549828209,-0.0011093291814348026,0.0020514944142153253
3.750187509375469,-0.028471521692221776,-0.04266523519154823,0.23770258700397007,0.0015623254906120371,3.75,0.0009806690119995576,-0.003141279002881122,0.001598046703556747
3.8001900095004753,-0.02876964279130518,-0.042992057170117205,0.23773744936154712,0.001530871054888622,3.8000000000000003,0.0011021496036359713,-0.004773905643893009,0.001298370197781951
3.8501925096254817,-0.02910921052780453,-0.04294672173232519,0.23777383492557894,0.001497176508937682,3.85,0.001260931140720456,-0.00595214582280135,0.001137658682035141
3.9001950097504876,-0.02949920047405895,-0.04251461027119149,0.23781362558239988,0.0014612974570157413,3.9000000000000004,0.0014441034422417731,-0.006635843250666161,0.0011010173051467912
3.950197509875494,-0.02994474922373679,-0.04168816749684676,0.23785816184112613,0.0014233085112037443,3.95,0.0016382590879921999,-0.00680106683456819,0.0011736785649025447
4.0002000100005,-0.030447074997407158,-0.04046727840525521,0.23790823040925643,0.0013833030338301574,4.0,0.0018299361702698302,-0.006440856607061903,0.0013411812958227009
4.050202510125507,-0.03100352551123978,-0.038859353603869336,0.237964096039442,0.001341392608886405,4.05,0.0020060503226023707,-0.0055653831313799895,0.0015895151214972932
4.100205010250513,-0.03160774854854816,-0.03687912711198953,0.23802551612383518,0.0012977062510310892,4.1000000000000005,0.002154302011883824,-0.004201523365106162,0.0019052334828448588
4.150207510375519,-0.03224997548220574,-0.03454818657320783,0.23809177616753768,0.001252389364797295,4.15,0.002263546633384461,-0.0023918864223544576,0.002275538742318564
4.200210010500525,-0.03291740597814659,-0.031894265895832816,0.23816168020711576,0.0012056024703960074,4.2,0.0023241169390672,-0.0001933362684264201,0.002688343036011205
4.2502125106255315,-0.033594678070441336,-0.028950343270270112,0.23823356774653148,0.0011575197159907943,4.25,0.002328089239954423,0.002324928713535275,0.0031323085428371584
4.300215010750538,-0.034264406885883586,-0.02575359267106388,0.23830532678130156,0.0011083271994520058,4.3,0.0022694870993702487,0.005083664443698147,0.0035968707012947053
4.350217510875544,-0.034907772573214264,-0.022344244058853074,0.2383744216306859,0.0010582211253366823,4.3500000000000005,0.00214441850069802,0.007996151595023409,0.004072247664650191
4.400220011000551,-0.03550513839111779,-0.01876440675850041,0.2384379177645834,0.0010074058251436546,4.4,0.0019511449226035094,0.010970962532116678,0.004549438975244636
4.450222511125556,-0.0360366786034336,-0.015056911305448919,0.2384925536084937,0.0009560916707298914,4.45,0.0016900825883878756,0.013914834130663734,0.005020216084501235
4.500225011250563,-0.036482997290012045,-0.011264219543673418,0.23853482155203987,0.0009044929121197683,4.5,0.0013637385029867666,0.016735551063974854,0.005477106969014583
4.550227511375569,-0.03682571923379842,-0.0074274471467906,0.23856108594632774,0.0008528254717773532,4.55,0.0009765856189448696,0.019344749758520238,0.005913376713407414
4.600230011500575,-0.0370480365044139,-0.00358553327918841,0.23856768100765144,0.0008013047277352734,4.6000000000000005,0.0005348832524791902,0.021660565608935867,0.0063230055619185755
4.650232511625582,-0.03713519544040507,0.00022541688053965498,0.23855108166171876,0.0007501433177827305,4.65,4.6449793609792955e-05,0.02361004829714009,0.006700665594481921
4.700235011750588,-0.037074911725983165,0.0039726019348209785,0.23850803992683098,0.0006995489962185001,4.7,-0.0004796037754922766,0.025131267155550755,0.0070416968678477096
4.750237511875594,-0.036857703190599944,0.007626802346322293,0.23843573488066178,0.0006497225734892726,4.75,-0.0010331701656793868,0.02617504916871953,0.007342083583923395
4.8002400120006,-0.03647713345909678,0.011162473330696147,0.23833187341034084,0.0006008559673838157,4.800000000000001,-0.0016034620597680238,0.026706310202262593,0.007598430609471479
4.8502425121256065,-0.03592996175656793,0.014557668172527159,0.23819482244733348,0.0005531303923711509,4.8500000000000005,-0.002179338550352239,0.02670494461139514,0.007807940475211817
4.900245012250613,-0.03521619768601277,0.01779381547218026,0.23802367557768608,0.0005067147111945115,4.9,-0.002749631704575539,0.026166238440320712,0.007968390827987415
4.950247512375619,-0.03433906208724165,0.020855380112790624,0.2378183027859146,0.00046176397000681236,4.95,-0.0033034632153564614,0.025100797815173537,0.008078112195251515
5.000250012500626,-0.03330485860441977,0.023729442270447206,0.23757934710666473,0.00041841813520719255,5.0,-0.003830541984286562,0.023534006315032656,0.008135965844168215
5.050252512625631,-0.03212276236753685,0.026405230427305713,0.23730822000865467,0.0003768010467658839,5.050000000000001,-0.004321434307643646,0.02150503101504635,0.0
5.100255012750638,-0.030804535233982466,0.02887364477177132,0.23700704520906796,0.00033701959926352263,5.1000000000000005,-0.004767799337509371,0.019065399719706503,0.0
5.150257512875644,-0.02936417823540177,0.031126804958412333,0.23667858692022747,0.0002991631581807731,5.15,-0.0051625833032697965,0.016277194963166552,0.0
5.20026001300065,-0.027817534445340852,0.033157653466890084,0.23632614915683234,0.0002633032152160849,5.2,-0.005500167749734164,0.0132109338683057,0.0
5.250262513125657,-0.02618185565753395,0.03495963948694229,0.2359534731816065,0.0002294932826451093,5.25,-0.005776468601083606,0.009943204572950415,0.0
5.300265013250663,-0.024475347936490973,0.036526503108589146,0.2355646158449429,0.0001977690230258905,5.300000000000001,-0.005988984468724534,0.006554132111469075,0.0
5.350267513375669,-0.022716710345512862,0.03785217112471943,0.23516382819120588,0.00016814860695889202,5.3500000000000005,-0.0061367940480956396,0.0031247579659413726,0.0
5.400270013500675,-0.020924682003452,0.03893076999222099,0.23475543139618024,0.00014063328818716026,5.4,-0.006220504281434391,-0.0002655679720144945,0.0
5.4502725136256815,-0.01911761080505098,0.03975675189080575,0.23434370144889344,0.0001152081821230659,5.45,-0.006242152721011696,-0.0035416959614290107,0.0
5.500275013750688,-0.017313056969009675,0.04032512471052814,0.2339327602000033,9.184323096321208e-05,5.5,-0.006205068699749239,-0.0066350018755170015,0.0
5.550277513875694,-0.015527442083126753,0.040631768047846004,0.23352647930629764,7.049433594658441e-05,5.550000000000001,-0.006113699356442237,-0.00948544883733848,0.0
5.600280014000701,-0.013775753311818103,0.04067381417055906,0.23312839949401773,5.110463506118643e-05,5.6000000000000005,-0.0059734074687902705,-0.012043309187025194,0.0
5.650282514125706,-0.012071309412327298,0.04045006577275329,0.23274166616168138,3.3605902643475665e-05,5.65,-0.00579024916170523,-0.014270500579015874,0.0
5.700285014250713,-0.010425593557205959,0.039961422369884356,0.23236898435981915,1.792004586826569e-05,5.7,-0.00557073929186358,-0.016141495052701193,0.0
